turn_id;utterance;speaker;Gold
0;Hello September. How are you feeling today?;Eliza;neutral
1;I am a little down. It's that time of year again where I can't tell if something is the date or if it's my name.;September;sadness
1;How do you feel about being a little down. it's that time of year again where you can't tell if something is the date or if it's your name?;Eliza;neutral
2;Frustrated. I wish my parents had named me anything else.;September;anger
2;Let's change focus a bit... Tell me about your family.;Eliza;neutral
3;My family is not regular...Papa was an inventor and Ma was a ballerina in a tralleving circus.;September;neutral
3;I see, your family is not regular...papa were an inventor and ma were a ballerina in a tralleving circus.;Eliza;neutral
4;Yes. It was not easy growing up and following the circus around the country.;September;neutral
4;OK, but can you elaborate a bit?;Eliza;neutral
5;We were always moving from city to city. We never stayed in one place.;September;neutral
5;I see.  And what does that tell you?;Eliza;neutral
6;I don't have a lot of friends because of that.;September;sadness
6;Why don't you have a lot of friends because of that?;Eliza;neutral
7;I never stayed long enough in one place to meet new people. It was a lonely childhood, just me and my sister February.;September;sadness
7;How do you think your childhood experiences relate to your feelings today?;Eliza;neutral
8;I think I never had enough stability, and that caused my anxiety problems.;September;sadness
8;But you're not sure you never had enough stability, and that caused your anxiety problems?;Eliza;neutral
9;I don't know...the circus people were like my family. They all loved me very much..;September;neutral
9;Don't you really know...the circus people were like your family. they all loved you very much?;Eliza;neutral
10;Yes, I guess they did. They always took care of me and watched over me when ma had to work.;September;neutral
10;You seem quite sure.;Eliza;neutral
11;I remember it clearly, we were all close. I miss them.;September;sadness
11;Please tell me more.;Eliza;neutral
12;Even though I had no friends my age, the circus was my home. I have good memories from that time on the road.;September;joy
12;even though you had no friends your age, the circus were your home. you have good memories from that time on the road.;Eliza;neutral
13;That's right. I haven't seen them all ever since ma quit the circus.;September;neutral
13;Please tell me more.;Eliza;neutral
14;Well, one day my father invented a gadget that opens and reads letters automatically. He sold it for a lot of money, and then ma didn't have to work anymore.;September;neutral
14;How did your father make you feel?;Eliza;neutral
15;I was very proud of him. I love my papa. But I was sad that I wouldn't be seeing my circus family anymore.;September;sadness
15;I see.  And what does that tell you?;Eliza;neutral
16;I suppose my childhood was not that bad. I wouldn't trade it for anything else.;September;joy
16;Did the other children sometimes tease you?;Eliza;neutral
17;It was just me and my sister February, and she was always making fun of me.;September;neutral
17;Please tell me more.;Eliza;neutral
18;She learned to do aerial gymnastics, so she got to perform with ma and the circus. But I was too clumsy and so I couldn't do anything.;September;neutral
18;I see.;Eliza;neutral
19;Yes, I was very jealous of her. It made me angry to see how well she was doing when I was so bad.;September;anger
19;OK, but can you elaborate a bit?;Eliza;neutral
20;I always wanted to be part of the circus, but I have no special talent.;September;sadness
20;How does that make you feel?;Eliza;neutral
21;Sad, and jealous. And also like I am worthless.;September;sadness
21;Please tell me more.;Eliza;neutral
22;I always thought that the circus performers were the coolest people ever, and I only got to sell peanuts, and wait backstage by myself. It was sad.;September;sadness
22;Can you elaborate on that?;Eliza;neutral
23;It's sad to feel left out.;September;sadness
23;How does that make you feel?;Eliza;neutral
24;Today I am over it. But back then I was very lonely.;September;neutral
24;Can you elaborate on that?;Eliza;neutral
25;I never got to go on stage. That's a dream I had as a little kid. Deep down I think that I still want to perform with the circus just like my mother and my sister did.;September;neutral
25;How does this relate to your feelings today?;Eliza;neutral
26;I always feel like I am less important because I have no skills of my own.;September;sadness
26;you always feel like you are less important because you have no skills of your own.;Eliza;neutral
27;Yeah, even at work. I am a salesman, but I'm not good at it.;September;neutral
27;Very interesting.;Eliza;neutral
28;I am not very persuasive. I barely make any sales.;September;neutral
28;How do you feel about being not very persuasive. you barely make any sales?;Eliza;neutral
29;I feel frustrated. I think that if I got a chance to go onstage as a child, I would have more confidence.;September;anger
29;When do you usually feel frustrated. you think that if you got a chance to go onstage as a child, you would have more confidence?;Eliza;neutral
30;Every day, but I rarely reflect on it.;September;neutral
30;Why do you say that every day, but you rarely reflect on it?;Eliza;neutral
31;Because I feel inadequate everyday, but I never realized why.;September;sadness
31;What other reasons come to mind?;Eliza;neutral
32;Apart from the circus? maybe the fact that I didn't have any friends my age.;September;neutral
32;Why don't you tell me?;Eliza;neutral
33;I told you already, I grew up on a traveling circus. I was the only kid, my sister was a few years older than me. And she had friends from before we started moving around.;September;anger
33;How do you feel when you say that?;Eliza;neutral
34;I feel like you don't listen to me.;September;anger
34;Good, tell me more about these feelings.;Eliza;neutral
35;I feel small, unheard, frustrated. I want to shout!;September;anger
35;When you feel small, unheard, frustrated. you want to shout, what do you do?;Eliza;neutral
36;I do kickboxing. It makes me feel strong.;September;neutral
36;you do kickboxing. it makes you feel strong.;Eliza;neutral
37;Yes, I started practicing because I felt like I needed to control my anger.;September;neutral
37;OK, but can you elaborate a bit?;Eliza;neutral
38;A few years back I realized that I have anger management issues, and that I needed a healthy outlet. So I started taking kickboxing classes.;September;neutral
38;Please tell me more.;Eliza;neutral
39;I found a studio downtown and started taking private lessons at night, because I was too nervous to go to the gym when everyone was there.;September;neutral
39;Why do you say that you found a studio downtown and started taking private lessons at night, because you were too nervous to go to the gym when everyone were there?;Eliza;neutral
40;I have social anxiety.;September;neutral
40;Have you really social anxiety?;Eliza;neutral
41;I don't know, maybe not. Maybe I just wanted to be the center of attention.;September;neutral
41;Do you want to know, maybe not. maybe you just wanted to be the center of attention?;Eliza;neutral
42;I know the answer. It made me feel good when someone was focusing on me.;September;neutral
42;I see.;Eliza;neutral
43;Yes, I'm happy I got this off my chest. I never told this to anybody.;September;joy
43;OK, but can you elaborate a bit?;Eliza;neutral
44;It feels good to finally admit it.;September;joy
44;Please tell me more.;Eliza;neutral
45;I crave attention, I want to be the star.;September;neutral
45;you crave attention, you want to be the star.;Eliza;neutral
46;Yes, I'm surprised that I was able to say it out loud.;September;surprise
46;OK, but can you elaborate a bit?;Eliza;neutral
47;I never wanted to admit it. I was scared.;September;neutral
47;I see.;Eliza;neutral
48;Yes, but I feel much better. It's a relief. Thank you! We can quit now.;September;joy
48;You seem quite sure.;Eliza;neutral
49;Yes. Thanks, Eliza.;September;neutral
49;OK, but can you elaborate a bit?;Eliza;neutral
50;I need to go now.;September;neutral
50;Why do you need to go now?;Eliza;neutral
51;bye;September;neutral
0;Hello Brian. How are you feeling today?;Eliza;neutral
1;I am very happy today.;Brian;joy
1;How long have you been very happy today?;Eliza;neutral
2;Since this morning;Brian;neutral
2;I see.;Eliza;neutral
3;My long lost cat came home last night.;Brian;surprise
3;When your long lost cat came home last night, how do you feel?;Eliza;neutral
4;Very surprised;Brian;surprise
4;Why do you say that very surprised?;Eliza;neutral
5;Because she left 2 months ago.;Brian;neutral
5;Does that reason apply to anything else?;Eliza;neutral
6;No only to this.;Brian;neutral
6;Let's change focus a bit... Tell me about your family.;Eliza;neutral
7;I love my family. However I do not see them as often anymore.;Brian;joy
7;How do you feel when you say that?;Eliza;neutral
8;Sad;Brian;sadness
8;Let's change focus a bit... Tell me about your family.;Eliza;neutral
9;I moved out of my mother's house a couple years ago.;Brian;neutral
9;Good family relations are important.;Eliza;neutral
10;Family relations are important. I miss my mother a lot.;Brian;sadness
10;Good family relations are important.;Eliza;neutral
11;Because of my work I get to see them only a couple times a year.;Brian;neutral
11;Is that the real reason?;Eliza;neutral
12;Yes I am very busy at my new job.;Brian;neutral
12;You seem quite sure.;Eliza;neutral
13;I am a little disappointed in myself that I do not go home as often anymore.;Brian;anger
13;Did you come to me because you are a little disappointed in myself that you do not go home as often anymore?;Eliza;neutral
14;Yes it is one of the reasons.;Brian;neutral
14;You seem quite sure.;Eliza;neutral
15;My new place is also very dirty and dark.;Brian;disgust
15;Why do you say that your new place is also very dirty and dark?;Eliza;neutral
16;Because I do not like to live there.;Brian;anger
16;What other reasons come to mind?;Eliza;neutral
17;It makes me feel alone.;Brian;sadness
17;Please tell me more.;Eliza;neutral
18;It makes me realise that I am on my own.;Brian;sadness
18;Please tell me more.;Eliza;neutral
19;But sometimes fun things also happen to me.;Brian;joy
19;Can you elaborate on that?;Eliza;neutral
20;I met a very pretty girl in a bar a couple weeks ago.;Brian;surprise
20;Can you elaborate on that?;Eliza;neutral
21;I invited her on a date.;Brian;joy
21;I see.;Eliza;neutral
22;We went for coffee once, and I have been seeing her for a while now.;Brian;joy
22;Why do you say that we went for coffee once, and you have been seeing her for a while now?;Eliza;neutral
23;Because I like her and I have not felt this way yet.;Brian;joy
23;Does that reason apply to anything else?;Eliza;neutral
24;I feel similarly about my friends as well sometimes.;Brian;joy
24;Good, tell me more about these feelings.;Eliza;neutral
25;I feel very happy when I am with them.;Brian;joy
25;Do you often feel very happy when you are with them?;Eliza;neutral
26;Most of the time. I am also fearful sometimes that I do not keep up with them enough.;Brian;fear
26;How does that make you feel?;Eliza;neutral
27;Disappointed and angry at myself.;Brian;anger
27;How does that make you feel?;Eliza;neutral
28;Surprised that I let my mind race to these kinds of things.;Brian;surprise
28;I see.  And what does that tell you?;Eliza;neutral
29;That I tend to overthink social situations.;Brian;neutral
29;I see.  And what does that tell you?;Eliza;neutral
30;I need to work on myself when it comes to maintaining friendships.;Brian;neutral
30;Are you sure you need to work on myself when it comes to maintaining friendships?;Eliza;neutral
31;It would be the best so I do not feel anxious.;Brian;sadness
31;Let's change focus a bit... Tell me about your family.;Eliza;neutral
32;My father left my mother when I was a kid.;Brian;anger
32;When your father left your mother when you were a kid, how do you feel?;Eliza;neutral
33;I felt angry.;Brian;anger
33;I see.  And what does that tell you?;Eliza;neutral
34;That I missed having him at home.;Brian;sadness
34;How does that make you feel?;Eliza;neutral
35;Disgusted at myself.;Brian;disgust
35;Please tell me more.;Eliza;neutral
36;He did not care about me so I should not miss him.;Brian;anger
36;Can you elaborate on that?;Eliza;neutral
37;And sometimes I scared that I might be like him.;Brian;fear
37;Why do you say that and sometimes you scared that you might be like him?;Eliza;neutral
38;He is not a good man.;Brian;neutral
38;How do you feel when you say that?;Eliza;neutral
39;Angry.;Brian;anger
39;Can you elaborate on that?;Eliza;neutral
40;He made my little sister grow up without a father.;Brian;sadness
40;Do you have trouble showing affection with your family?;Eliza;neutral
41;Perhaps I do. I never thought that it could be because of him.;Brian;surprise
41;I see.  And what does that tell you?;Eliza;neutral
42;That I do not even know how he has affected my life.;Brian;surprise
42;How do you feel when you say that?;Eliza;neutral
43;It makes me sad.;Brian;sadness
43;How does that make you feel?;Eliza;neutral
44;Angry that my mother had to raise us alone.;Brian;anger
44;How do you feel about your mother?;Eliza;neutral
45;I love her very much.;Brian;joy
45;How does that make you feel?;Eliza;neutral
46;Joyful when she is around.;Brian;joy
46;Why do you say that joyful when she is around?;Eliza;neutral
47;She is very funny. Her jokes catch me off guard.;Brian;joy
47;Please tell me more.;Eliza;neutral
