ID	Tweet	Label	Score
40043	Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem	sadness	0.812
40044	Summer officially ends today. #sadness	sadness	0.812
40045	Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching	sadness	0.812
40046	bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy	sadness	0.812
40047	Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.	sadness	0.812
40048	Im really constipated. This is depressing	sadness	0.812
40049	When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT	sadness	0.811
40050	Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor	sadness	0.810
40051	@Christy_RTR @doge_e_fresh I'm despondent	sadness	0.806
40052	2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb	sadness	0.792
40053	I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞	sadness	0.792
40054	@Hayles_101 The three R's depress me.	sadness	0.792
40055	Too many gloomy days	sadness	0.792
40056	The weather sure matches the mood in this state today.. #gloomy	sadness	0.792
40057	and again dirty and  self loathing attitude  mope talking	sadness	0.792
40058	Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU	sadness	0.779
40059	Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁	sadness	0.771
40060	My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe	sadness	0.771
40061	My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP	sadness	0.771
40062	Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired 	sadness	0.771
40063	@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get	sadness	0.771
40064	We have left #Maine. #sadness	sadness	0.771
40065	so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.	sadness	0.771
40066	@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions	sadness	0.771
40067	It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200	sadness	0.771
40068	The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness	sadness	0.771
40069	Never ever been this unhappy before in my life lmao	sadness	0.771
40070	@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy	sadness	0.771
40071	Condolences to the  JC and the Georges family.. #sad	sadness	0.771
40072	No one wants to win the wild card because you have to play the Cubs on the road.  #sadness	sadness	0.767
40073	Groom gloom.	sadness	0.766
40074	I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn	sadness	0.754
40075	Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.	sadness	0.754
40076	@6itmap I can't help but feel melancholic!	sadness	0.750
40077	@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.	sadness	0.750
40078	If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻	sadness	0.750
40079	@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad	sadness	0.750
40080	in health we did a think about depression and now i feel like i have it	sadness	0.750
40081	@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair 😩	sadness	0.750
40082	So depressing that it's darker so much earlier now	sadness	0.750
40083	@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet	sadness	0.750
40084	Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔	sadness	0.750
40085	It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh 😒	sadness	0.750
40086	Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost	sadness	0.750
40087	So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing	sadness	0.750
40088	@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(	sadness	0.750
40089	@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.	sadness	0.740
40090	Baaarissshhhhh + sad song =  prefect night — feeling alone	sadness	0.729
40091	im so gloomy today	sadness	0.729
40092	Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.	sadness	0.729
40093	. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices	sadness	0.729
40094	Back in Cardiff after an amazing 10 days away 😭 #depressing	sadness	0.729
40095	so lost i'm faded	sadness	0.729
40096	Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch	sadness	0.729
40097	@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer	sadness	0.729
40098	Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness	sadness	0.729
40099	tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...	sadness	0.729
40100	@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.	sadness	0.729
40101	@rockcock64 cum and despair	sadness	0.729
40102	Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad	sadness	0.729
40103	i is sad	sadness	0.729
40104	Wanna pop some pills, sedate myself, and wake up tomorrow.	sadness	0.729
40105	Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad	sadness	0.729
40106	It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged	sadness	0.729
40107	Don't wanna go to work but I want the money #sad	sadness	0.729
40108	Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML	sadness	0.729
40109	one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.	sadness	0.729
40110	I have not nap for 3 days in a row I'm very unhappy rn	sadness	0.729
40111	@megalvz literally was gloomy for an hour	sadness	0.729
40112	@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn	sadness	0.729
40113	Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL	sadness	0.729
40114	@TootingCommon stop!!! Don't make me laugh when I'm being sad.	sadness	0.708
40115	Condolences to the  JC and the Georges family.. 	sadness	0.708
40116	@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy	sadness	0.708
40117	Literally being here makes me depress tbh	sadness	0.708
40118	@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad	sadness	0.708
40119	This room is rather dreary, but we endure what we must.	sadness	0.708
40120	where broken hearted lovers do cry away their gloom	sadness	0.708
40121	Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans	sadness	0.708
40122	@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness	sadness	0.708
40123	@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness	sadness	0.708
40124	Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?	sadness	0.708
40125	I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol	sadness	0.708
40126	#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me	sadness	0.708
40127	Smokeys dad is sad :/	sadness	0.689
40128	Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.	sadness	0.688
40129	@ryyyshh story of my life. #lost	sadness	0.688
40130	When will the weeks full of Mondays end?? #disheartened	sadness	0.688
40131	@HannahFJames I'm distraught! 😭 Candice and her pout can piss off	sadness	0.688
40132	@HutchinsonDave I don't know whether to despair or agitate for a cull.	sadness	0.688
40133	Can I just sulk in peace 😂	sadness	0.688
40134	It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld	sadness	0.688
40135	MY CAR IS DENTED FROM THE HAIL sad	sadness	0.688
40136	From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding	sadness	0.688
40137	@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness	sadness	0.688
40138	I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy	sadness	0.688
40139	wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced	sadness	0.688
40140	I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener	sadness	0.688
40141	And I won't even get started with Hillary and her fancy fundraisers! #depressing	sadness	0.688
40142	The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim	sadness	0.688
40143	When will the weeks full of Mondays end?? 	sadness	0.688
40144	@Samkingftw ew omg that is so grim	sadness	0.688
40145	@thatsabingo grim really	sadness	0.688
40146	With loyal heart is concerned. #somber	sadness	0.688
40147	@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam	sadness	0.688
40148	@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.	sadness	0.688
40149	If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy	sadness	0.680
40150	I'm getting use to not having a phone it's sad ..	sadness	0.680
40151	I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit	sadness	0.675
40152	Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore	sadness	0.670
40153	@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik	sadness	0.669
40154	@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻	sadness	0.667
40155	I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')	sadness	0.667
